name	description	datasheet
STM32F100C4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f100c4.pdf
STM32F100C6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f100c6.pdf
STM32F100C8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f100c8.pdf
STM32F100CBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f100cb.pdf
STM32F100R4Hx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f100r4.pdf
STM32F100R4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100r4.pdf
STM32F100R6Hx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f100r6.pdf
STM32F100R6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 4KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100r6.pdf
STM32F100R8Hx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f100r8.pdf
STM32F100R8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100r8.pdf
STM32F100RBHx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f100rb.pdf
STM32F100RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100rb.pdf
STM32F100RCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 24KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100rc.pdf
STM32F100RDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100rd.pdf
STM32F100RETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f100re.pdf
STM32F100V8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f100v8.pdf
STM32F100VBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 8KB RAM, 24 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f100vb.pdf
STM32F100VCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 24KB RAM, 24 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f100vc.pdf
STM32F100VDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f100vd.pdf
STM32F100VETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f100ve.pdf
STM32F100ZCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 24KB RAM, 24 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f100zc.pdf
STM32F100ZDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f100zd.pdf
STM32F100ZETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 32KB RAM, 24 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f100ze.pdf
STM32F101C4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f101c4.pdf
STM32F101C6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 6KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f101c6.pdf
STM32F101C8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f101c8.pdf
STM32F101C8Ux	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, UFQFPN48	https://www.st.com/resource/en/datasheet/stm32f101c8.pdf
STM32F101CBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f101cb.pdf
STM32F101CBUx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 36 MHz, 2.0-3.6V, 37 GPIO, UFQFPN48	https://www.st.com/resource/en/datasheet/stm32f101cb.pdf
STM32F101R4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101r4.pdf
STM32F101R6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 6KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101r6.pdf
STM32F101R8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101r8.pdf
STM32F101RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101rb.pdf
STM32F101RCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 32KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101rc.pdf
STM32F101RDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101rd.pdf
STM32F101RETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101re.pdf
STM32F101RFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101rf.pdf
STM32F101RGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f101rg.pdf
STM32F101T4Ux	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 36 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f101t4.pdf
STM32F101T6Ux	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 6KB RAM, 36 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f101t6.pdf
STM32F101T8Ux	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 36 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f101t8.pdf
STM32F101TBUx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 36 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f101tb.pdf
STM32F101V8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101v8.pdf
STM32F101VBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101vb.pdf
STM32F101VCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 32KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101vc.pdf
STM32F101VDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101vd.pdf
STM32F101VETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101ve.pdf
STM32F101VFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101vf.pdf
STM32F101VGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f101vg.pdf
STM32F101ZCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 32KB RAM, 36 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f101zc.pdf
STM32F101ZDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f101zd.pdf
STM32F101ZETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 48KB RAM, 36 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f101ze.pdf
STM32F101ZFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f101zf.pdf
STM32F101ZGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 80KB RAM, 36 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f101zg.pdf
STM32F102C4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 48 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f102c4.pdf
STM32F102C6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 6KB RAM, 48 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f102c6.pdf
STM32F102C8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 48 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f102c8.pdf
STM32F102CBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 48 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f102cb.pdf
STM32F102R4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 4KB RAM, 48 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f102r4.pdf
STM32F102R6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 6KB RAM, 48 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f102r6.pdf
STM32F102R8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 10KB RAM, 48 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f102r8.pdf
STM32F102RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 16KB RAM, 48 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f102rb.pdf
STM32F103C4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 6KB RAM, 72 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f103c4.pdf
STM32F103C6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 10KB RAM, 72 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f103c6.pdf
STM32F103C8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f103c8.pdf
STM32F103CBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 37 GPIO, LQFP48	https://www.st.com/resource/en/datasheet/stm32f103cb.pdf
STM32F103R4Hx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 6KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f103r4.pdf
STM32F103R4Tx	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 6KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103r4.pdf
STM32F103R6Hx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 10KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f103r6.pdf
STM32F103R6Tx	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 10KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103r6.pdf
STM32F103R8Hx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f103r8.pdf
STM32F103R8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103r8.pdf
STM32F103RBHx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, TFBGA64	https://www.st.com/resource/en/datasheet/stm32f103rb.pdf
STM32F103RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103rb.pdf
STM32F103RCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103rc.pdf
STM32F103RCYx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, WLCSP64	https://www.st.com/resource/en/datasheet/stm32f103rc.pdf
STM32F103RDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103rd.pdf
STM32F103RDYx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, WLCSP64	https://www.st.com/resource/en/datasheet/stm32f103rd.pdf
STM32F103RETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103re.pdf
STM32F103REYx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 50 GPIO, WLCSP64	https://www.st.com/resource/en/datasheet/stm32f103re.pdf
STM32F103RFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103rf.pdf
STM32F103RGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f103rg.pdf
STM32F103T4Ux	STMicroelectronics Arm Cortex-M3 MCU, 16KB flash, 6KB RAM, 72 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f103t4.pdf
STM32F103T6Ux	STMicroelectronics Arm Cortex-M3 MCU, 32KB flash, 10KB RAM, 72 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f103t6.pdf
STM32F103T8Ux	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f103t8.pdf
STM32F103TBUx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 26 GPIO, VFQFPN36	https://www.st.com/resource/en/datasheet/stm32f103tb.pdf
STM32F103V8Hx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f103v8.pdf
STM32F103V8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103v8.pdf
STM32F103VBHx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f103vb.pdf
STM32F103VBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 20KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103vb.pdf
STM32F103VCHx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f103vc.pdf
STM32F103VCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103vc.pdf
STM32F103VDHx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f103vd.pdf
STM32F103VDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103vd.pdf
STM32F103VEHx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f103ve.pdf
STM32F103VETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103ve.pdf
STM32F103VFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103vf.pdf
STM32F103VGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f103vg.pdf
STM32F103ZCHx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LFBGA144	https://www.st.com/resource/en/datasheet/stm32f103zc.pdf
STM32F103ZCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 48KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f103zc.pdf
STM32F103ZDHx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LFBGA144	https://www.st.com/resource/en/datasheet/stm32f103zd.pdf
STM32F103ZDTx	STMicroelectronics Arm Cortex-M3 MCU, 384KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f103zd.pdf
STM32F103ZEHx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LFBGA144	https://www.st.com/resource/en/datasheet/stm32f103ze.pdf
STM32F103ZETx	STMicroelectronics Arm Cortex-M3 MCU, 512KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f103ze.pdf
STM32F103ZFHx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LFBGA144	https://www.st.com/resource/en/datasheet/stm32f103zf.pdf
STM32F103ZFTx	STMicroelectronics Arm Cortex-M3 MCU, 768KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f103zf.pdf
STM32F103ZGHx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LFBGA144	https://www.st.com/resource/en/datasheet/stm32f103zg.pdf
STM32F103ZGTx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 96KB RAM, 72 MHz, 2.0-3.6V, 112 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f103zg.pdf
STM32F105R8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f105r8.pdf
STM32F105RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f105rb.pdf
STM32F105RCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f105rc.pdf
STM32F105V8Hx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f105v8.pdf
STM32F105V8Tx	STMicroelectronics Arm Cortex-M3 MCU, 64KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f105v8.pdf
STM32F105VBHx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LFBGA100	https://www.st.com/resource/en/datasheet/stm32f105vb.pdf
STM32F105VBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f105vb.pdf
STM32F105VCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f105vc.pdf
STM32F107RBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f107rb.pdf
STM32F107RCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f107rc.pdf
STM32F107VBTx	STMicroelectronics Arm Cortex-M3 MCU, 128KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f107vb.pdf
STM32F107VCTx	STMicroelectronics Arm Cortex-M3 MCU, 256KB flash, 64KB RAM, 72 MHz, 2.0-3.6V, 80 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f107vc.pdf
STM32F205RGEx	STMicroelectronics Arm Cortex-M3 MCU, 1024KB flash, 128KB RAM, 120 MHz, 1.8-3.6V, 51 GPIO, EWLCSP66	https://www.st.com/resource/en/datasheet/stm32f205rg.pdf
STM32F205R_B-C-E-F-G_Tx	STMicroelectronics Arm Cortex-M3 MCU, 128-1024KB flash, 64-128KB RAM, 120 MHz, 1.8-3.6V, 51 GPIO, LQFP64	https://www.st.com/resource/en/datasheet/stm32f205rb.pdf
STM32F205R_E-G_Yx	STMicroelectronics Arm Cortex-M3 MCU, 512-1024KB flash, 128KB RAM, 120 MHz, 1.8-3.6V, 51 GPIO, WLCSP66	https://www.st.com/resource/en/datasheet/stm32f205re.pdf
STM32F205V_B-C-E-F-G_Tx	STMicroelectronics Arm Cortex-M3 MCU, 128-1024KB flash, 64-128KB RAM, 120 MHz, 1.8-3.6V, 82 GPIO, LQFP100	https://www.st.com/resource/en/datasheet/stm32f205vb.pdf
STM32F205Z_C-E-F-G_Tx	STMicroelectronics Arm Cortex-M3 MCU, 256-1024KB flash, 96-128KB RAM, 120 MHz, 1.8-3.6V, 114 GPIO, LQFP144	https://www.st.com/resource/en/datasheet/stm32f205zc.pdf
STM32F207I_C-E-F-G_Hx	STMicroelectronics Arm Cortex-M3 MCU, 256-1024KB flash, 128KB RAM, 120 MHz, 1.8-3.6V, 140 GPIO, UFBGA176	https://www.st.com/resource/en/datasheet/stm32f207ic.pdf
